id,title,author,year,type,link,topic,tags,quality,notes,where_to_use
ref-0001,Team Topologies,Matthew Skelton; Manuel Pais,2019,book,https://teamtopologies.com,design-ops,"team-topologies;flow",5,Base conceitual para estruturação,DSYS;DOPS
